"","id","sample.size","sex","category","subcategory","unit","group_name","build","author","year","population","trait","pmid","ontology","filename","nsnp","delimiter","header","mr","snp_col","chr_col","pos_col","ea_col","oa_col","eaf_col","beta_col","se_col","pval_col","note"
"16","met-e-ApoA1_agetert1",37127,"Males and females","Continuous","NA","SD","public","HG19/GRCh37","Bell JA",2021,"European","Apolipoprotein A1",NA,NA,"apoa1_int_agetert1_imputed.txt.gz",12321875,"tab",TRUE,1,0,1,2,4,5,6,10,11,15,"age tertile 1"
"17","met-e-ApoA1_agetert2",38784,"Males and females","Continuous","NA","SD","public","HG19/GRCh37","Bell JA",2021,"European","Apolipoprotein A1",NA,NA,"apoa1_int_agetert2_imputed.txt.gz",12321875,"tab",TRUE,1,0,1,2,4,5,6,10,11,15,"age tertile 2"
"18","met-e-ApoA1_agetert3",39167,"Males and females","Continuous","NA","SD","public","HG19/GRCh37","Bell JA",2021,"European","Apolipoprotein A1",NA,NA,"apoa1_int_agetert3_imputed.txt.gz",12321875,"tab",TRUE,1,0,1,2,4,5,6,10,11,15,"age tertile 3"
"19","met-e-ApoB_agetert1",37127,"Males and females","Continuous","NA","SD","public","HG19/GRCh37","Bell JA",2021,"European","Apolipoprotein B",NA,NA,"apob_int_agetert1_imputed.txt.gz",12321875,"tab",TRUE,1,0,1,2,4,5,6,10,11,15,"age tertile 1"
"20","met-e-ApoB_agetert2",38784,"Males and females","Continuous","NA","SD","public","HG19/GRCh37","Bell JA",2021,"European","Apolipoprotein B",NA,NA,"apob_int_agetert2_imputed.txt.gz",12321875,"tab",TRUE,1,0,1,2,4,5,6,10,11,15,"age tertile 2"
"21","met-e-ApoB_agetert3",39167,"Males and females","Continuous","NA","SD","public","HG19/GRCh37","Bell JA",2021,"European","Apolipoprotein B",NA,NA,"apob_int_agetert3_imputed.txt.gz",12321875,"tab",TRUE,1,0,1,2,4,5,6,10,11,15,"age tertile 3"
"22","met-e-ApoB_by_ApoA1_agetert1",37127,"Males and females","Continuous","NA","SD","public","HG19/GRCh37","Bell JA",2021,"European","Ratio of apolipoprotein B to apolipoprotein A1",NA,NA,"apob_by_apoa1_int_agetert1_imputed.txt.gz",12321875,"tab",TRUE,1,0,1,2,4,5,6,10,11,15,"age tertile 1"
"23","met-e-ApoB_by_ApoA1_agetert2",38784,"Males and females","Continuous","NA","SD","public","HG19/GRCh37","Bell JA",2021,"European","Ratio of apolipoprotein B to apolipoprotein A1",NA,NA,"apob_by_apoa1_int_agetert2_imputed.txt.gz",12321875,"tab",TRUE,1,0,1,2,4,5,6,10,11,15,"age tertile 2"
"24","met-e-ApoB_by_ApoA1_agetert3",39167,"Males and females","Continuous","NA","SD","public","HG19/GRCh37","Bell JA",2021,"European","Ratio of apolipoprotein B to apolipoprotein A1",NA,NA,"apob_by_apoa1_int_agetert3_imputed.txt.gz",12321875,"tab",TRUE,1,0,1,2,4,5,6,10,11,15,"age tertile 3"
"25","met-e-bOHbutyrate_agetert1",36669,"Males and females","Continuous","NA","SD","public","HG19/GRCh37","Bell JA",2021,"European","3-Hydroxybutyrate",NA,NA,"bohbutyrate_int_agetert1_imputed.txt.gz",12321875,"tab",TRUE,1,0,1,2,4,5,6,10,11,15,"age tertile 1"
"26","met-e-bOHbutyrate_agetert2",38278,"Males and females","Continuous","NA","SD","public","HG19/GRCh37","Bell JA",2021,"European","3-Hydroxybutyrate",NA,NA,"bohbutyrate_int_agetert2_imputed.txt.gz",12321875,"tab",TRUE,1,0,1,2,4,5,6,10,11,15,"age tertile 2"
"27","met-e-bOHbutyrate_agetert3",38648,"Males and females","Continuous","NA","SD","public","HG19/GRCh37","Bell JA",2021,"European","3-Hydroxybutyrate",NA,NA,"bohbutyrate_int_agetert3_imputed.txt.gz",12321875,"tab",TRUE,1,0,1,2,4,5,6,10,11,15,"age tertile 3"
"28","met-e-Cholines_agetert1",37095,"Males and females","Continuous","NA","SD","public","HG19/GRCh37","Bell JA",2021,"European","Total cholines",NA,NA,"cholines_int_agetert1_imputed.txt.gz",12321875,"tab",TRUE,1,0,1,2,4,5,6,10,11,15,"age tertile 1"
"29","met-e-Cholines_agetert2",38761,"Males and females","Continuous","NA","SD","public","HG19/GRCh37","Bell JA",2021,"European","Total cholines",NA,NA,"cholines_int_agetert2_imputed.txt.gz",12321875,"tab",TRUE,1,0,1,2,4,5,6,10,11,15,"age tertile 2"
"30","met-e-Cholines_agetert3",39143,"Males and females","Continuous","NA","SD","public","HG19/GRCh37","Bell JA",2021,"European","Total cholines",NA,NA,"cholines_int_agetert3_imputed.txt.gz",12321875,"tab",TRUE,1,0,1,2,4,5,6,10,11,15,"age tertile 3"
"31","met-e-Citrate_agetert1",37119,"Males and females","Continuous","NA","SD","public","HG19/GRCh37","Bell JA",2021,"European","Citrate",NA,NA,"citrate_int_agetert1_imputed.txt.gz",12321875,"tab",TRUE,1,0,1,2,4,5,6,10,11,15,"age tertile 1"
"32","met-e-Citrate_agetert2",38783,"Males and females","Continuous","NA","SD","public","HG19/GRCh37","Bell JA",2021,"European","Citrate",NA,NA,"citrate_int_agetert2_imputed.txt.gz",12321875,"tab",TRUE,1,0,1,2,4,5,6,10,11,15,"age tertile 2"
"33","met-e-Citrate_agetert3",39162,"Males and females","Continuous","NA","SD","public","HG19/GRCh37","Bell JA",2021,"European","Citrate",NA,NA,"citrate_int_agetert3_imputed.txt.gz",12321875,"tab",TRUE,1,0,1,2,4,5,6,10,11,15,"age tertile 3"
"34","met-e-Clinical_LDL_C_agetert1",37127,"Males and females","Continuous","NA","SD","public","HG19/GRCh37","Bell JA",2021,"European","Clinical LDL cholesterol",NA,NA,"clinical_ldl_c_int_agetert1_imputed.txt.gz",12321875,"tab",TRUE,1,0,1,2,4,5,6,10,11,15,"age tertile 1"
"35","met-e-Clinical_LDL_C_agetert2",38784,"Males and females","Continuous","NA","SD","public","HG19/GRCh37","Bell JA",2021,"European","Clinical LDL cholesterol",NA,NA,"clinical_ldl_c_int_agetert2_imputed.txt.gz",12321875,"tab",TRUE,1,0,1,2,4,5,6,10,11,15,"age tertile 2"
"36","met-e-Clinical_LDL_C_agetert3",39167,"Males and females","Continuous","NA","SD","public","HG19/GRCh37","Bell JA",2021,"European","Clinical LDL cholesterol",NA,NA,"clinical_ldl_c_int_agetert3_imputed.txt.gz",12321875,"tab",TRUE,1,0,1,2,4,5,6,10,11,15,"age tertile 3"
"37","met-e-Creatinine_agetert1",35449,"Males and females","Continuous","NA","SD","public","HG19/GRCh37","Bell JA",2021,"European","Creatinine",NA,NA,"creatinine_int_agetert1_imputed.txt.gz",12321875,"tab",TRUE,1,0,1,2,4,5,6,10,11,15,"age tertile 1"
"38","met-e-Creatinine_agetert2",37035,"Males and females","Continuous","NA","SD","public","HG19/GRCh37","Bell JA",2021,"European","Creatinine",NA,NA,"creatinine_int_agetert2_imputed.txt.gz",12321875,"tab",TRUE,1,0,1,2,4,5,6,10,11,15,"age tertile 2"
"39","met-e-Creatinine_agetert3",37574,"Males and females","Continuous","NA","SD","public","HG19/GRCh37","Bell JA",2021,"European","Creatinine",NA,NA,"creatinine_int_agetert3_imputed.txt.gz",12321875,"tab",TRUE,1,0,1,2,4,5,6,10,11,15,"age tertile 3"
"40","met-e-DHA_agetert1",37095,"Males and females","Continuous","NA","SD","public","HG19/GRCh37","Bell JA",2021,"European","Docosahexaenoic acid",NA,NA,"dha_int_agetert1_imputed.txt.gz",12321875,"tab",TRUE,1,0,1,2,4,5,6,10,11,15,"age tertile 1"
"41","met-e-DHA_agetert2",38761,"Males and females","Continuous","NA","SD","public","HG19/GRCh37","Bell JA",2021,"European","Docosahexaenoic acid",NA,NA,"dha_int_agetert2_imputed.txt.gz",12321875,"tab",TRUE,1,0,1,2,4,5,6,10,11,15,"age tertile 2"
"42","met-e-DHA_agetert3",39143,"Males and females","Continuous","NA","SD","public","HG19/GRCh37","Bell JA",2021,"European","Docosahexaenoic acid",NA,NA,"dha_int_agetert3_imputed.txt.gz",12321875,"tab",TRUE,1,0,1,2,4,5,6,10,11,15,"age tertile 3"
"43","met-e-DHA_pct_agetert1",37095,"Males and females","Continuous","NA","SD","public","HG19/GRCh37","Bell JA",2021,"European","Ratio of docosahexaenoic acid to total fatty acids",NA,NA,"dha_pct_int_agetert1_imputed.txt.gz",12321875,"tab",TRUE,1,0,1,2,4,5,6,10,11,15,"age tertile 1"
"44","met-e-DHA_pct_agetert2",38761,"Males and females","Continuous","NA","SD","public","HG19/GRCh37","Bell JA",2021,"European","Ratio of docosahexaenoic acid to total fatty acids",NA,NA,"dha_pct_int_agetert2_imputed.txt.gz",12321875,"tab",TRUE,1,0,1,2,4,5,6,10,11,15,"age tertile 2"
"45","met-e-DHA_pct_agetert3",39143,"Males and females","Continuous","NA","SD","public","HG19/GRCh37","Bell JA",2021,"European","Ratio of docosahexaenoic acid to total fatty acids",NA,NA,"dha_pct_int_agetert3_imputed.txt.gz",12321875,"tab",TRUE,1,0,1,2,4,5,6,10,11,15,"age tertile 3"
"46","met-e-Gln_agetert1",37016,"Males and females","Continuous","NA","SD","public","HG19/GRCh37","Bell JA",2021,"European","Glutamine",NA,NA,"gln_int_agetert1_imputed.txt.gz",12321875,"tab",TRUE,1,0,1,2,4,5,6,10,11,15,"age tertile 1"
"47","met-e-Gln_agetert2",38682,"Males and females","Continuous","NA","SD","public","HG19/GRCh37","Bell JA",2021,"European","Glutamine",NA,NA,"gln_int_agetert2_imputed.txt.gz",12321875,"tab",TRUE,1,0,1,2,4,5,6,10,11,15,"age tertile 2"
"48","met-e-Gln_agetert3",39052,"Males and females","Continuous","NA","SD","public","HG19/GRCh37","Bell JA",2021,"European","Glutamine",NA,NA,"gln_int_agetert3_imputed.txt.gz",12321875,"tab",TRUE,1,0,1,2,4,5,6,10,11,15,"age tertile 3"
"49","met-e-Glucose_agetert1",37067,"Males and females","Continuous","NA","SD","public","HG19/GRCh37","Bell JA",2021,"European","Glucose",NA,NA,"glucose_int_agetert1_imputed.txt.gz",12321875,"tab",TRUE,1,0,1,2,4,5,6,10,11,15,"age tertile 1"
"50","met-e-Glucose_agetert2",38703,"Males and females","Continuous","NA","SD","public","HG19/GRCh37","Bell JA",2021,"European","Glucose",NA,NA,"glucose_int_agetert2_imputed.txt.gz",12321875,"tab",TRUE,1,0,1,2,4,5,6,10,11,15,"age tertile 2"
"51","met-e-Glucose_agetert3",39097,"Males and females","Continuous","NA","SD","public","HG19/GRCh37","Bell JA",2021,"European","Glucose",NA,NA,"glucose_int_agetert3_imputed.txt.gz",12321875,"tab",TRUE,1,0,1,2,4,5,6,10,11,15,"age tertile 3"
"52","met-e-Gly_agetert1",37097,"Males and females","Continuous","NA","SD","public","HG19/GRCh37","Bell JA",2021,"European","Glycine",NA,NA,"gly_int_agetert1_imputed.txt.gz",12321875,"tab",TRUE,1,0,1,2,4,5,6,10,11,15,"age tertile 1"
"53","met-e-Gly_agetert2",38748,"Males and females","Continuous","NA","SD","public","HG19/GRCh37","Bell JA",2021,"European","Glycine",NA,NA,"gly_int_agetert2_imputed.txt.gz",12321875,"tab",TRUE,1,0,1,2,4,5,6,10,11,15,"age tertile 2"
"54","met-e-Gly_agetert3",39127,"Males and females","Continuous","NA","SD","public","HG19/GRCh37","Bell JA",2021,"European","Glycine",NA,NA,"gly_int_agetert3_imputed.txt.gz",12321875,"tab",TRUE,1,0,1,2,4,5,6,10,11,15,"age tertile 3"
"55","met-e-GlycA_agetert1",37127,"Males and females","Continuous","NA","SD","public","HG19/GRCh37","Bell JA",2021,"European","Glycoprotein acetyls",NA,NA,"glyca_int_agetert1_imputed.txt.gz",12321875,"tab",TRUE,1,0,1,2,4,5,6,10,11,15,"age tertile 1"
"56","met-e-GlycA_agetert2",38784,"Males and females","Continuous","NA","SD","public","HG19/GRCh37","Bell JA",2021,"European","Glycoprotein acetyls",NA,NA,"glyca_int_agetert2_imputed.txt.gz",12321875,"tab",TRUE,1,0,1,2,4,5,6,10,11,15,"age tertile 2"
"57","met-e-GlycA_agetert3",39167,"Males and females","Continuous","NA","SD","public","HG19/GRCh37","Bell JA",2021,"European","Glycoprotein acetyls",NA,NA,"glyca_int_agetert3_imputed.txt.gz",12321875,"tab",TRUE,1,0,1,2,4,5,6,10,11,15,"age tertile 3"
"58","met-e-HDL_C_agetert1",37127,"Males and females","Continuous","NA","SD","public","HG19/GRCh37","Bell JA",2021,"European","HDL cholesterol",NA,NA,"hdl_c_int_agetert1_imputed.txt.gz",12321875,"tab",TRUE,1,0,1,2,4,5,6,10,11,15,"age tertile 1"
"59","met-e-HDL_C_agetert2",38784,"Males and females","Continuous","NA","SD","public","HG19/GRCh37","Bell JA",2021,"European","HDL cholesterol",NA,NA,"hdl_c_int_agetert2_imputed.txt.gz",12321875,"tab",TRUE,1,0,1,2,4,5,6,10,11,15,"age tertile 2"
"60","met-e-HDL_C_agetert3",39167,"Males and females","Continuous","NA","SD","public","HG19/GRCh37","Bell JA",2021,"European","HDL cholesterol",NA,NA,"hdl_c_int_agetert3_imputed.txt.gz",12321875,"tab",TRUE,1,0,1,2,4,5,6,10,11,15,"age tertile 3"
"61","met-e-HDL_CE_agetert1",37127,"Males and females","Continuous","NA","SD","public","HG19/GRCh37","Bell JA",2021,"European","Cholesteryl esters in HDL",NA,NA,"hdl_ce_int_agetert1_imputed.txt.gz",12321875,"tab",TRUE,1,0,1,2,4,5,6,10,11,15,"age tertile 1"
"62","met-e-HDL_CE_agetert2",38784,"Males and females","Continuous","NA","SD","public","HG19/GRCh37","Bell JA",2021,"European","Cholesteryl esters in HDL",NA,NA,"hdl_ce_int_agetert2_imputed.txt.gz",12321875,"tab",TRUE,1,0,1,2,4,5,6,10,11,15,"age tertile 2"
"63","met-e-HDL_CE_agetert3",39167,"Males and females","Continuous","NA","SD","public","HG19/GRCh37","Bell JA",2021,"European","Cholesteryl esters in HDL",NA,NA,"hdl_ce_int_agetert3_imputed.txt.gz",12321875,"tab",TRUE,1,0,1,2,4,5,6,10,11,15,"age tertile 3"
"64","met-e-HDL_FC_agetert1",37127,"Males and females","Continuous","NA","SD","public","HG19/GRCh37","Bell JA",2021,"European","Free cholesterol in HDL",NA,NA,"hdl_fc_int_agetert1_imputed.txt.gz",12321875,"tab",TRUE,1,0,1,2,4,5,6,10,11,15,"age tertile 1"
"65","met-e-HDL_FC_agetert2",38784,"Males and females","Continuous","NA","SD","public","HG19/GRCh37","Bell JA",2021,"European","Free cholesterol in HDL",NA,NA,"hdl_fc_int_agetert2_imputed.txt.gz",12321875,"tab",TRUE,1,0,1,2,4,5,6,10,11,15,"age tertile 2"
"66","met-e-HDL_FC_agetert3",39167,"Males and females","Continuous","NA","SD","public","HG19/GRCh37","Bell JA",2021,"European","Free cholesterol in HDL",NA,NA,"hdl_fc_int_agetert3_imputed.txt.gz",12321875,"tab",TRUE,1,0,1,2,4,5,6,10,11,15,"age tertile 3"
"67","met-e-HDL_L_agetert1",37127,"Males and females","Continuous","NA","SD","public","HG19/GRCh37","Bell JA",2021,"European","Total lipids in HDL",NA,NA,"hdl_l_int_agetert1_imputed.txt.gz",12321875,"tab",TRUE,1,0,1,2,4,5,6,10,11,15,"age tertile 1"
"68","met-e-HDL_L_agetert2",38784,"Males and females","Continuous","NA","SD","public","HG19/GRCh37","Bell JA",2021,"European","Total lipids in HDL",NA,NA,"hdl_l_int_agetert2_imputed.txt.gz",12321875,"tab",TRUE,1,0,1,2,4,5,6,10,11,15,"age tertile 2"
"69","met-e-HDL_L_agetert3",39167,"Males and females","Continuous","NA","SD","public","HG19/GRCh37","Bell JA",2021,"European","Total lipids in HDL",NA,NA,"hdl_l_int_agetert3_imputed.txt.gz",12321875,"tab",TRUE,1,0,1,2,4,5,6,10,11,15,"age tertile 3"
"70","met-e-HDL_P_agetert1",37127,"Males and females","Continuous","NA","SD","public","HG19/GRCh37","Bell JA",2021,"European","Concentration of HDL particles",NA,NA,"hdl_p_int_agetert1_imputed.txt.gz",12321875,"tab",TRUE,1,0,1,2,4,5,6,10,11,15,"age tertile 1"
"71","met-e-HDL_P_agetert2",38784,"Males and females","Continuous","NA","SD","public","HG19/GRCh37","Bell JA",2021,"European","Concentration of HDL particles",NA,NA,"hdl_p_int_agetert2_imputed.txt.gz",12321875,"tab",TRUE,1,0,1,2,4,5,6,10,11,15,"age tertile 2"
"72","met-e-HDL_P_agetert3",39167,"Males and females","Continuous","NA","SD","public","HG19/GRCh37","Bell JA",2021,"European","Concentration of HDL particles",NA,NA,"hdl_p_int_agetert3_imputed.txt.gz",12321875,"tab",TRUE,1,0,1,2,4,5,6,10,11,15,"age tertile 3"
"73","met-e-HDL_PL_agetert1",37127,"Males and females","Continuous","NA","SD","public","HG19/GRCh37","Bell JA",2021,"European","Phospholipids in HDL",NA,NA,"hdl_pl_int_agetert1_imputed.txt.gz",12321875,"tab",TRUE,1,0,1,2,4,5,6,10,11,15,"age tertile 1"
"74","met-e-HDL_PL_agetert2",38784,"Males and females","Continuous","NA","SD","public","HG19/GRCh37","Bell JA",2021,"European","Phospholipids in HDL",NA,NA,"hdl_pl_int_agetert2_imputed.txt.gz",12321875,"tab",TRUE,1,0,1,2,4,5,6,10,11,15,"age tertile 2"
"75","met-e-HDL_PL_agetert3",39167,"Males and females","Continuous","NA","SD","public","HG19/GRCh37","Bell JA",2021,"European","Phospholipids in HDL",NA,NA,"hdl_pl_int_agetert3_imputed.txt.gz",12321875,"tab",TRUE,1,0,1,2,4,5,6,10,11,15,"age tertile 3"
"76","met-e-HDL_size_agetert1",37127,"Males and females","Continuous","NA","SD","public","HG19/GRCh37","Bell JA",2021,"European","Average diameter for HDL particles",NA,NA,"hdl_size_int_agetert1_imputed.txt.gz",12321875,"tab",TRUE,1,0,1,2,4,5,6,10,11,15,"age tertile 1"
"77","met-e-HDL_size_agetert2",38784,"Males and females","Continuous","NA","SD","public","HG19/GRCh37","Bell JA",2021,"European","Average diameter for HDL particles",NA,NA,"hdl_size_int_agetert2_imputed.txt.gz",12321875,"tab",TRUE,1,0,1,2,4,5,6,10,11,15,"age tertile 2"
"78","met-e-HDL_size_agetert3",39167,"Males and females","Continuous","NA","SD","public","HG19/GRCh37","Bell JA",2021,"European","Average diameter for HDL particles",NA,NA,"hdl_size_int_agetert3_imputed.txt.gz",12321875,"tab",TRUE,1,0,1,2,4,5,6,10,11,15,"age tertile 3"
"79","met-e-HDL_TG_agetert1",37127,"Males and females","Continuous","NA","SD","public","HG19/GRCh37","Bell JA",2021,"European","Triglycerides in HDL",NA,NA,"hdl_tg_int_agetert1_imputed.txt.gz",12321875,"tab",TRUE,1,0,1,2,4,5,6,10,11,15,"age tertile 1"
"80","met-e-HDL_TG_agetert2",38784,"Males and females","Continuous","NA","SD","public","HG19/GRCh37","Bell JA",2021,"European","Triglycerides in HDL",NA,NA,"hdl_tg_int_agetert2_imputed.txt.gz",12321875,"tab",TRUE,1,0,1,2,4,5,6,10,11,15,"age tertile 2"
"81","met-e-HDL_TG_agetert3",39167,"Males and females","Continuous","NA","SD","public","HG19/GRCh37","Bell JA",2021,"European","Triglycerides in HDL",NA,NA,"hdl_tg_int_agetert3_imputed.txt.gz",12321875,"tab",TRUE,1,0,1,2,4,5,6,10,11,15,"age tertile 3"
"82","met-e-His_agetert1",37069,"Males and females","Continuous","NA","SD","public","HG19/GRCh37","Bell JA",2021,"European","Histidine",NA,NA,"his_int_agetert1_imputed.txt.gz",12321875,"tab",TRUE,1,0,1,2,4,5,6,10,11,15,"age tertile 1"
"83","met-e-His_agetert2",38722,"Males and females","Continuous","NA","SD","public","HG19/GRCh37","Bell JA",2021,"European","Histidine",NA,NA,"his_int_agetert2_imputed.txt.gz",12321875,"tab",TRUE,1,0,1,2,4,5,6,10,11,15,"age tertile 2"
"84","met-e-His_agetert3",39104,"Males and females","Continuous","NA","SD","public","HG19/GRCh37","Bell JA",2021,"European","Histidine",NA,NA,"his_int_agetert3_imputed.txt.gz",12321875,"tab",TRUE,1,0,1,2,4,5,6,10,11,15,"age tertile 3"
"85","met-e-IDL_C_agetert1",37127,"Males and females","Continuous","NA","SD","public","HG19/GRCh37","Bell JA",2021,"European","Cholesterol in IDL",NA,NA,"idl_c_int_agetert1_imputed.txt.gz",12321875,"tab",TRUE,1,0,1,2,4,5,6,10,11,15,"age tertile 1"
"86","met-e-IDL_C_agetert2",38784,"Males and females","Continuous","NA","SD","public","HG19/GRCh37","Bell JA",2021,"European","Cholesterol in IDL",NA,NA,"idl_c_int_agetert2_imputed.txt.gz",12321875,"tab",TRUE,1,0,1,2,4,5,6,10,11,15,"age tertile 2"
"87","met-e-IDL_C_agetert3",39167,"Males and females","Continuous","NA","SD","public","HG19/GRCh37","Bell JA",2021,"European","Cholesterol in IDL",NA,NA,"idl_c_int_agetert3_imputed.txt.gz",12321875,"tab",TRUE,1,0,1,2,4,5,6,10,11,15,"age tertile 3"
"88","met-e-IDL_C_pct_agetert1",37127,"Males and females","Continuous","NA","SD","public","HG19/GRCh37","Bell JA",2021,"European","Cholesterol to total lipids ratio in IDL",NA,NA,"idl_c_pct_int_agetert1_imputed.txt.gz",12321875,"tab",TRUE,1,0,1,2,4,5,6,10,11,15,"age tertile 1"
"89","met-e-IDL_C_pct_agetert2",38784,"Males and females","Continuous","NA","SD","public","HG19/GRCh37","Bell JA",2021,"European","Cholesterol to total lipids ratio in IDL",NA,NA,"idl_c_pct_int_agetert2_imputed.txt.gz",12321875,"tab",TRUE,1,0,1,2,4,5,6,10,11,15,"age tertile 2"
"90","met-e-IDL_C_pct_agetert3",39167,"Males and females","Continuous","NA","SD","public","HG19/GRCh37","Bell JA",2021,"European","Cholesterol to total lipids ratio in IDL",NA,NA,"idl_c_pct_int_agetert3_imputed.txt.gz",12321875,"tab",TRUE,1,0,1,2,4,5,6,10,11,15,"age tertile 3"
"91","met-e-IDL_CE_agetert1",37127,"Males and females","Continuous","NA","SD","public","HG19/GRCh37","Bell JA",2021,"European","Cholesteryl esters in IDL",NA,NA,"idl_ce_int_agetert1_imputed.txt.gz",12321875,"tab",TRUE,1,0,1,2,4,5,6,10,11,15,"age tertile 1"
"92","met-e-IDL_CE_agetert2",38784,"Males and females","Continuous","NA","SD","public","HG19/GRCh37","Bell JA",2021,"European","Cholesteryl esters in IDL",NA,NA,"idl_ce_int_agetert2_imputed.txt.gz",12321875,"tab",TRUE,1,0,1,2,4,5,6,10,11,15,"age tertile 2"
"93","met-e-IDL_CE_agetert3",39167,"Males and females","Continuous","NA","SD","public","HG19/GRCh37","Bell JA",2021,"European","Cholesteryl esters in IDL",NA,NA,"idl_ce_int_agetert3_imputed.txt.gz",12321875,"tab",TRUE,1,0,1,2,4,5,6,10,11,15,"age tertile 3"
"94","met-e-IDL_CE_pct_agetert1",37127,"Males and females","Continuous","NA","SD","public","HG19/GRCh37","Bell JA",2021,"European","Cholesteryl esters to total lipids ratio in IDL",NA,NA,"idl_ce_pct_int_agetert1_imputed.txt.gz",12321875,"tab",TRUE,1,0,1,2,4,5,6,10,11,15,"age tertile 1"
"95","met-e-IDL_CE_pct_agetert2",38784,"Males and females","Continuous","NA","SD","public","HG19/GRCh37","Bell JA",2021,"European","Cholesteryl esters to total lipids ratio in IDL",NA,NA,"idl_ce_pct_int_agetert2_imputed.txt.gz",12321875,"tab",TRUE,1,0,1,2,4,5,6,10,11,15,"age tertile 2"
