,id,sample.size,sex,category,subcategory,unit,group_name,build,author,year,population,trait,pmid,ontology,filename,nsnp,delimiter,header,mr,snp_col,chr_col,pos_col,ea_col,oa_col,eaf_col,beta_col,se_col,pval_col
26,med-d-bOHbutyrate_agetert2,38278,Males and females,Continuous,agetert2,INT,public,HG19/GRCh37,Bell JA,2021,European,3-Hydroxybutyrate,NA,NA,bohbutyrate_int_agetert2_imputed.txt.gz,12321875,tab,TRUE,1,0,1,2,4,5,6,10,11,15
27,med-d-bOHbutyrate_agetert3,38648,Males and females,Continuous,agetert3,INT,public,HG19/GRCh37,Bell JA,2021,European,3-Hydroxybutyrate,NA,NA,bohbutyrate_int_agetert3_imputed.txt.gz,12321875,tab,TRUE,1,0,1,2,4,5,6,10,11,15
28,med-d-Cholines_agetert1,37095,Males and females,Continuous,agetert1,INT,public,HG19/GRCh37,Bell JA,2021,European,Total cholines,NA,NA,cholines_int_agetert1_imputed.txt.gz,12321875,tab,TRUE,1,0,1,2,4,5,6,10,11,15
29,med-d-Cholines_agetert2,38761,Males and females,Continuous,agetert2,INT,public,HG19/GRCh37,Bell JA,2021,European,Total cholines,NA,NA,cholines_int_agetert2_imputed.txt.gz,12321875,tab,TRUE,1,0,1,2,4,5,6,10,11,15
30,med-d-Cholines_agetert3,39143,Males and females,Continuous,agetert3,INT,public,HG19/GRCh37,Bell JA,2021,European,Total cholines,NA,NA,cholines_int_agetert3_imputed.txt.gz,12321875,tab,TRUE,1,0,1,2,4,5,6,10,11,15
31,med-d-Citrate_agetert1,37119,Males and females,Continuous,agetert1,INT,public,HG19/GRCh37,Bell JA,2021,European,Citrate,NA,NA,citrate_int_agetert1_imputed.txt.gz,12321875,tab,TRUE,1,0,1,2,4,5,6,10,11,15
32,med-d-Citrate_agetert2,38783,Males and females,Continuous,agetert2,INT,public,HG19/GRCh37,Bell JA,2021,European,Citrate,NA,NA,citrate_int_agetert2_imputed.txt.gz,12321875,tab,TRUE,1,0,1,2,4,5,6,10,11,15
33,med-d-Citrate_agetert3,39162,Males and females,Continuous,agetert3,INT,public,HG19/GRCh37,Bell JA,2021,European,Citrate,NA,NA,citrate_int_agetert3_imputed.txt.gz,12321875,tab,TRUE,1,0,1,2,4,5,6,10,11,15
34,med-d-Clinical_LDL_C_agetert1,37127,Males and females,Continuous,agetert1,INT,public,HG19/GRCh37,Bell JA,2021,European,Clinical LDL cholesterol,NA,NA,clinical_ldl_c_int_agetert1_imputed.txt.gz,12321875,tab,TRUE,1,0,1,2,4,5,6,10,11,15
35,med-d-Clinical_LDL_C_agetert2,38784,Males and females,Continuous,agetert2,INT,public,HG19/GRCh37,Bell JA,2021,European,Clinical LDL cholesterol,NA,NA,clinical_ldl_c_int_agetert2_imputed.txt.gz,12321875,tab,TRUE,1,0,1,2,4,5,6,10,11,15
36,med-d-Clinical_LDL_C_agetert3,39167,Males and females,Continuous,agetert3,INT,public,HG19/GRCh37,Bell JA,2021,European,Clinical LDL cholesterol,NA,NA,clinical_ldl_c_int_agetert3_imputed.txt.gz,12321875,tab,TRUE,1,0,1,2,4,5,6,10,11,15
37,med-d-Creatinine_agetert1,35449,Males and females,Continuous,agetert1,INT,public,HG19/GRCh37,Bell JA,2021,European,Creatinine,NA,NA,creatinine_int_agetert1_imputed.txt.gz,12321875,tab,TRUE,1,0,1,2,4,5,6,10,11,15
38,med-d-Creatinine_agetert2,37035,Males and females,Continuous,agetert2,INT,public,HG19/GRCh37,Bell JA,2021,European,Creatinine,NA,NA,creatinine_int_agetert2_imputed.txt.gz,12321875,tab,TRUE,1,0,1,2,4,5,6,10,11,15
39,med-d-Creatinine_agetert3,37574,Males and females,Continuous,agetert3,INT,public,HG19/GRCh37,Bell JA,2021,European,Creatinine,NA,NA,creatinine_int_agetert3_imputed.txt.gz,12321875,tab,TRUE,1,0,1,2,4,5,6,10,11,15
40,med-d-DHA_agetert1,37095,Males and females,Continuous,agetert1,INT,public,HG19/GRCh37,Bell JA,2021,European,Docosahexaenoic acid,NA,NA,dha_int_agetert1_imputed.txt.gz,12321875,tab,TRUE,1,0,1,2,4,5,6,10,11,15
41,med-d-DHA_agetert2,38761,Males and females,Continuous,agetert2,INT,public,HG19/GRCh37,Bell JA,2021,European,Docosahexaenoic acid,NA,NA,dha_int_agetert2_imputed.txt.gz,12321875,tab,TRUE,1,0,1,2,4,5,6,10,11,15
42,med-d-DHA_agetert3,39143,Males and females,Continuous,agetert3,INT,public,HG19/GRCh37,Bell JA,2021,European,Docosahexaenoic acid,NA,NA,dha_int_agetert3_imputed.txt.gz,12321875,tab,TRUE,1,0,1,2,4,5,6,10,11,15
43,med-d-DHA_pct_agetert1,37095,Males and females,Continuous,agetert1,INT,public,HG19/GRCh37,Bell JA,2021,European,Ratio of docosahexaenoic acid to total fatty acids,NA,NA,dha_pct_int_agetert1_imputed.txt.gz,12321875,tab,TRUE,1,0,1,2,4,5,6,10,11,15
44,med-d-DHA_pct_agetert2,38761,Males and females,Continuous,agetert2,INT,public,HG19/GRCh37,Bell JA,2021,European,Ratio of docosahexaenoic acid to total fatty acids,NA,NA,dha_pct_int_agetert2_imputed.txt.gz,12321875,tab,TRUE,1,0,1,2,4,5,6,10,11,15
45,med-d-DHA_pct_agetert3,39143,Males and females,Continuous,agetert3,INT,public,HG19/GRCh37,Bell JA,2021,European,Ratio of docosahexaenoic acid to total fatty acids,NA,NA,dha_pct_int_agetert3_imputed.txt.gz,12321875,tab,TRUE,1,0,1,2,4,5,6,10,11,15
46,med-d-Gln_agetert1,37016,Males and females,Continuous,agetert1,INT,public,HG19/GRCh37,Bell JA,2021,European,Glutamine,NA,NA,gln_int_agetert1_imputed.txt.gz,12321875,tab,TRUE,1,0,1,2,4,5,6,10,11,15
47,med-d-Gln_agetert2,38682,Males and females,Continuous,agetert2,INT,public,HG19/GRCh37,Bell JA,2021,European,Glutamine,NA,NA,gln_int_agetert2_imputed.txt.gz,12321875,tab,TRUE,1,0,1,2,4,5,6,10,11,15
48,med-d-Gln_agetert3,39052,Males and females,Continuous,agetert3,INT,public,HG19/GRCh37,Bell JA,2021,European,Glutamine,NA,NA,gln_int_agetert3_imputed.txt.gz,12321875,tab,TRUE,1,0,1,2,4,5,6,10,11,15
49,med-d-Glucose_agetert1,37067,Males and females,Continuous,agetert1,INT,public,HG19/GRCh37,Bell JA,2021,European,Glucose,NA,NA,glucose_int_agetert1_imputed.txt.gz,12321875,tab,TRUE,1,0,1,2,4,5,6,10,11,15
50,med-d-Glucose_agetert2,38703,Males and females,Continuous,agetert2,INT,public,HG19/GRCh37,Bell JA,2021,European,Glucose,NA,NA,glucose_int_agetert2_imputed.txt.gz,12321875,tab,TRUE,1,0,1,2,4,5,6,10,11,15
51,med-d-Glucose_agetert3,39097,Males and females,Continuous,agetert3,INT,public,HG19/GRCh37,Bell JA,2021,European,Glucose,NA,NA,glucose_int_agetert3_imputed.txt.gz,12321875,tab,TRUE,1,0,1,2,4,5,6,10,11,15
52,med-d-Gly_agetert1,37097,Males and females,Continuous,agetert1,INT,public,HG19/GRCh37,Bell JA,2021,European,Glycine,NA,NA,gly_int_agetert1_imputed.txt.gz,12321875,tab,TRUE,1,0,1,2,4,5,6,10,11,15
53,med-d-Gly_agetert2,38748,Males and females,Continuous,agetert2,INT,public,HG19/GRCh37,Bell JA,2021,European,Glycine,NA,NA,gly_int_agetert2_imputed.txt.gz,12321875,tab,TRUE,1,0,1,2,4,5,6,10,11,15
54,med-d-Gly_agetert3,39127,Males and females,Continuous,agetert3,INT,public,HG19/GRCh37,Bell JA,2021,European,Glycine,NA,NA,gly_int_agetert3_imputed.txt.gz,12321875,tab,TRUE,1,0,1,2,4,5,6,10,11,15
55,med-d-GlycA_agetert1,37127,Males and females,Continuous,agetert1,INT,public,HG19/GRCh37,Bell JA,2021,European,Glycoprotein acetyls,NA,NA,glyca_int_agetert1_imputed.txt.gz,12321875,tab,TRUE,1,0,1,2,4,5,6,10,11,15
56,med-d-GlycA_agetert2,38784,Males and females,Continuous,agetert2,INT,public,HG19/GRCh37,Bell JA,2021,European,Glycoprotein acetyls,NA,NA,glyca_int_agetert2_imputed.txt.gz,12321875,tab,TRUE,1,0,1,2,4,5,6,10,11,15
57,med-d-GlycA_agetert3,39167,Males and females,Continuous,agetert3,INT,public,HG19/GRCh37,Bell JA,2021,European,Glycoprotein acetyls,NA,NA,glyca_int_agetert3_imputed.txt.gz,12321875,tab,TRUE,1,0,1,2,4,5,6,10,11,15
58,med-d-HDL_C_agetert1,37127,Males and females,Continuous,agetert1,INT,public,HG19/GRCh37,Bell JA,2021,European,HDL cholesterol,NA,NA,hdl_c_int_agetert1_imputed.txt.gz,12321875,tab,TRUE,1,0,1,2,4,5,6,10,11,15
59,med-d-HDL_C_agetert2,38784,Males and females,Continuous,agetert2,INT,public,HG19/GRCh37,Bell JA,2021,European,HDL cholesterol,NA,NA,hdl_c_int_agetert2_imputed.txt.gz,12321875,tab,TRUE,1,0,1,2,4,5,6,10,11,15
60,med-d-HDL_C_agetert3,39167,Males and females,Continuous,agetert3,INT,public,HG19/GRCh37,Bell JA,2021,European,HDL cholesterol,NA,NA,hdl_c_int_agetert3_imputed.txt.gz,12321875,tab,TRUE,1,0,1,2,4,5,6,10,11,15
61,med-d-HDL_CE_agetert1,37127,Males and females,Continuous,agetert1,INT,public,HG19/GRCh37,Bell JA,2021,European,Cholesteryl esters in HDL,NA,NA,hdl_ce_int_agetert1_imputed.txt.gz,12321875,tab,TRUE,1,0,1,2,4,5,6,10,11,15
62,med-d-HDL_CE_agetert2,38784,Males and females,Continuous,agetert2,INT,public,HG19/GRCh37,Bell JA,2021,European,Cholesteryl esters in HDL,NA,NA,hdl_ce_int_agetert2_imputed.txt.gz,12321875,tab,TRUE,1,0,1,2,4,5,6,10,11,15
63,med-d-HDL_CE_agetert3,39167,Males and females,Continuous,agetert3,INT,public,HG19/GRCh37,Bell JA,2021,European,Cholesteryl esters in HDL,NA,NA,hdl_ce_int_agetert3_imputed.txt.gz,12321875,tab,TRUE,1,0,1,2,4,5,6,10,11,15
64,med-d-HDL_FC_agetert1,37127,Males and females,Continuous,agetert1,INT,public,HG19/GRCh37,Bell JA,2021,European,Free cholesterol in HDL,NA,NA,hdl_fc_int_agetert1_imputed.txt.gz,12321875,tab,TRUE,1,0,1,2,4,5,6,10,11,15
65,med-d-HDL_FC_agetert2,38784,Males and females,Continuous,agetert2,INT,public,HG19/GRCh37,Bell JA,2021,European,Free cholesterol in HDL,NA,NA,hdl_fc_int_agetert2_imputed.txt.gz,12321875,tab,TRUE,1,0,1,2,4,5,6,10,11,15
66,med-d-HDL_FC_agetert3,39167,Males and females,Continuous,agetert3,INT,public,HG19/GRCh37,Bell JA,2021,European,Free cholesterol in HDL,NA,NA,hdl_fc_int_agetert3_imputed.txt.gz,12321875,tab,TRUE,1,0,1,2,4,5,6,10,11,15
67,med-d-HDL_L_agetert1,37127,Males and females,Continuous,agetert1,INT,public,HG19/GRCh37,Bell JA,2021,European,Total lipids in HDL,NA,NA,hdl_l_int_agetert1_imputed.txt.gz,12321875,tab,TRUE,1,0,1,2,4,5,6,10,11,15
68,med-d-HDL_L_agetert2,38784,Males and females,Continuous,agetert2,INT,public,HG19/GRCh37,Bell JA,2021,European,Total lipids in HDL,NA,NA,hdl_l_int_agetert2_imputed.txt.gz,12321875,tab,TRUE,1,0,1,2,4,5,6,10,11,15
69,med-d-HDL_L_agetert3,39167,Males and females,Continuous,agetert3,INT,public,HG19/GRCh37,Bell JA,2021,European,Total lipids in HDL,NA,NA,hdl_l_int_agetert3_imputed.txt.gz,12321875,tab,TRUE,1,0,1,2,4,5,6,10,11,15
70,med-d-HDL_P_agetert1,37127,Males and females,Continuous,agetert1,INT,public,HG19/GRCh37,Bell JA,2021,European,Concentration of HDL particles,NA,NA,hdl_p_int_agetert1_imputed.txt.gz,12321875,tab,TRUE,1,0,1,2,4,5,6,10,11,15
71,med-d-HDL_P_agetert2,38784,Males and females,Continuous,agetert2,INT,public,HG19/GRCh37,Bell JA,2021,European,Concentration of HDL particles,NA,NA,hdl_p_int_agetert2_imputed.txt.gz,12321875,tab,TRUE,1,0,1,2,4,5,6,10,11,15
72,med-d-HDL_P_agetert3,39167,Males and females,Continuous,agetert3,INT,public,HG19/GRCh37,Bell JA,2021,European,Concentration of HDL particles,NA,NA,hdl_p_int_agetert3_imputed.txt.gz,12321875,tab,TRUE,1,0,1,2,4,5,6,10,11,15
73,med-d-HDL_PL_agetert1,37127,Males and females,Continuous,agetert1,INT,public,HG19/GRCh37,Bell JA,2021,European,Phospholipids in HDL,NA,NA,hdl_pl_int_agetert1_imputed.txt.gz,12321875,tab,TRUE,1,0,1,2,4,5,6,10,11,15
74,med-d-HDL_PL_agetert2,38784,Males and females,Continuous,agetert2,INT,public,HG19/GRCh37,Bell JA,2021,European,Phospholipids in HDL,NA,NA,hdl_pl_int_agetert2_imputed.txt.gz,12321875,tab,TRUE,1,0,1,2,4,5,6,10,11,15
75,med-d-HDL_PL_agetert3,39167,Males and females,Continuous,agetert3,INT,public,HG19/GRCh37,Bell JA,2021,European,Phospholipids in HDL,NA,NA,hdl_pl_int_agetert3_imputed.txt.gz,12321875,tab,TRUE,1,0,1,2,4,5,6,10,11,15
76,med-d-HDL_size_agetert1,37127,Males and females,Continuous,agetert1,INT,public,HG19/GRCh37,Bell JA,2021,European,Average diameter for HDL particles,NA,NA,hdl_size_int_agetert1_imputed.txt.gz,12321875,tab,TRUE,1,0,1,2,4,5,6,10,11,15
77,med-d-HDL_size_agetert2,38784,Males and females,Continuous,agetert2,INT,public,HG19/GRCh37,Bell JA,2021,European,Average diameter for HDL particles,NA,NA,hdl_size_int_agetert2_imputed.txt.gz,12321875,tab,TRUE,1,0,1,2,4,5,6,10,11,15
78,med-d-HDL_size_agetert3,39167,Males and females,Continuous,agetert3,INT,public,HG19/GRCh37,Bell JA,2021,European,Average diameter for HDL particles,NA,NA,hdl_size_int_agetert3_imputed.txt.gz,12321875,tab,TRUE,1,0,1,2,4,5,6,10,11,15
79,med-d-HDL_TG_agetert1,37127,Males and females,Continuous,agetert1,INT,public,HG19/GRCh37,Bell JA,2021,European,Triglycerides in HDL,NA,NA,hdl_tg_int_agetert1_imputed.txt.gz,12321875,tab,TRUE,1,0,1,2,4,5,6,10,11,15
80,med-d-HDL_TG_agetert2,38784,Males and females,Continuous,agetert2,INT,public,HG19/GRCh37,Bell JA,2021,European,Triglycerides in HDL,NA,NA,hdl_tg_int_agetert2_imputed.txt.gz,12321875,tab,TRUE,1,0,1,2,4,5,6,10,11,15
81,med-d-HDL_TG_agetert3,39167,Males and females,Continuous,agetert3,INT,public,HG19/GRCh37,Bell JA,2021,European,Triglycerides in HDL,NA,NA,hdl_tg_int_agetert3_imputed.txt.gz,12321875,tab,TRUE,1,0,1,2,4,5,6,10,11,15
82,med-d-His_agetert1,37069,Males and females,Continuous,agetert1,INT,public,HG19/GRCh37,Bell JA,2021,European,Histidine,NA,NA,his_int_agetert1_imputed.txt.gz,12321875,tab,TRUE,1,0,1,2,4,5,6,10,11,15
83,med-d-His_agetert2,38722,Males and females,Continuous,agetert2,INT,public,HG19/GRCh37,Bell JA,2021,European,Histidine,NA,NA,his_int_agetert2_imputed.txt.gz,12321875,tab,TRUE,1,0,1,2,4,5,6,10,11,15
84,med-d-His_agetert3,39104,Males and females,Continuous,agetert3,INT,public,HG19/GRCh37,Bell JA,2021,European,Histidine,NA,NA,his_int_agetert3_imputed.txt.gz,12321875,tab,TRUE,1,0,1,2,4,5,6,10,11,15
85,med-d-IDL_C_agetert1,37127,Males and females,Continuous,agetert1,INT,public,HG19/GRCh37,Bell JA,2021,European,Cholesterol in IDL,NA,NA,idl_c_int_agetert1_imputed.txt.gz,12321875,tab,TRUE,1,0,1,2,4,5,6,10,11,15
86,med-d-IDL_C_agetert2,38784,Males and females,Continuous,agetert2,INT,public,HG19/GRCh37,Bell JA,2021,European,Cholesterol in IDL,NA,NA,idl_c_int_agetert2_imputed.txt.gz,12321875,tab,TRUE,1,0,1,2,4,5,6,10,11,15
87,med-d-IDL_C_agetert3,39167,Males and females,Continuous,agetert3,INT,public,HG19/GRCh37,Bell JA,2021,European,Cholesterol in IDL,NA,NA,idl_c_int_agetert3_imputed.txt.gz,12321875,tab,TRUE,1,0,1,2,4,5,6,10,11,15
88,med-d-IDL_C_pct_agetert1,37127,Males and females,Continuous,agetert1,INT,public,HG19/GRCh37,Bell JA,2021,European,Cholesterol to total lipids ratio in IDL,NA,NA,idl_c_pct_int_agetert1_imputed.txt.gz,12321875,tab,TRUE,1,0,1,2,4,5,6,10,11,15
89,med-d-IDL_C_pct_agetert2,38784,Males and females,Continuous,agetert2,INT,public,HG19/GRCh37,Bell JA,2021,European,Cholesterol to total lipids ratio in IDL,NA,NA,idl_c_pct_int_agetert2_imputed.txt.gz,12321875,tab,TRUE,1,0,1,2,4,5,6,10,11,15
90,med-d-IDL_C_pct_agetert3,39167,Males and females,Continuous,agetert3,INT,public,HG19/GRCh37,Bell JA,2021,European,Cholesterol to total lipids ratio in IDL,NA,NA,idl_c_pct_int_agetert3_imputed.txt.gz,12321875,tab,TRUE,1,0,1,2,4,5,6,10,11,15
91,med-d-IDL_CE_agetert1,37127,Males and females,Continuous,agetert1,INT,public,HG19/GRCh37,Bell JA,2021,European,Cholesteryl esters in IDL,NA,NA,idl_ce_int_agetert1_imputed.txt.gz,12321875,tab,TRUE,1,0,1,2,4,5,6,10,11,15
92,med-d-IDL_CE_agetert2,38784,Males and females,Continuous,agetert2,INT,public,HG19/GRCh37,Bell JA,2021,European,Cholesteryl esters in IDL,NA,NA,idl_ce_int_agetert2_imputed.txt.gz,12321875,tab,TRUE,1,0,1,2,4,5,6,10,11,15
93,med-d-IDL_CE_agetert3,39167,Males and females,Continuous,agetert3,INT,public,HG19/GRCh37,Bell JA,2021,European,Cholesteryl esters in IDL,NA,NA,idl_ce_int_agetert3_imputed.txt.gz,12321875,tab,TRUE,1,0,1,2,4,5,6,10,11,15
94,med-d-IDL_CE_pct_agetert1,37127,Males and females,Continuous,agetert1,INT,public,HG19/GRCh37,Bell JA,2021,European,Cholesteryl esters to total lipids ratio in IDL,NA,NA,idl_ce_pct_int_agetert1_imputed.txt.gz,12321875,tab,TRUE,1,0,1,2,4,5,6,10,11,15
95,med-d-IDL_CE_pct_agetert2,38784,Males and females,Continuous,agetert2,INT,public,HG19/GRCh37,Bell JA,2021,European,Cholesteryl esters to total lipids ratio in IDL,NA,NA,idl_ce_pct_int_agetert2_imputed.txt.gz,12321875,tab,TRUE,1,0,1,2,4,5,6,10,11,15
96,med-d-IDL_CE_pct_agetert3,39167,Males and females,Continuous,agetert3,INT,public,HG19/GRCh37,Bell JA,2021,European,Cholesteryl esters to total lipids ratio in IDL,NA,NA,idl_ce_pct_int_agetert3_imputed.txt.gz,12321875,tab,TRUE,1,0,1,2,4,5,6,10,11,15
97,med-d-IDL_FC_agetert1,37127,Males and females,Continuous,agetert1,INT,public,HG19/GRCh37,Bell JA,2021,European,Free cholesterol in IDL,NA,NA,idl_fc_int_agetert1_imputed.txt.gz,12321875,tab,TRUE,1,0,1,2,4,5,6,10,11,15
98,med-d-IDL_FC_agetert2,38784,Males and females,Continuous,agetert2,INT,public,HG19/GRCh37,Bell JA,2021,European,Free cholesterol in IDL,NA,NA,idl_fc_int_agetert2_imputed.txt.gz,12321875,tab,TRUE,1,0,1,2,4,5,6,10,11,15
99,med-d-IDL_FC_agetert3,39167,Males and females,Continuous,agetert3,INT,public,HG19/GRCh37,Bell JA,2021,European,Free cholesterol in IDL,NA,NA,idl_fc_int_agetert3_imputed.txt.gz,12321875,tab,TRUE,1,0,1,2,4,5,6,10,11,15
100,med-d-IDL_FC_pct_agetert1,37127,Males and females,Continuous,agetert1,INT,public,HG19/GRCh37,Bell JA,2021,European,Free cholesterol to total lipids ratio in IDL,NA,NA,idl_fc_pct_int_agetert1_imputed.txt.gz,12321875,tab,TRUE,1,0,1,2,4,5,6,10,11,15
101,med-d-IDL_FC_pct_agetert2,38784,Males and females,Continuous,agetert2,INT,public,HG19/GRCh37,Bell JA,2021,European,Free cholesterol to total lipids ratio in IDL,NA,NA,idl_fc_pct_int_agetert2_imputed.txt.gz,12321875,tab,TRUE,1,0,1,2,4,5,6,10,11,15
102,med-d-IDL_FC_pct_agetert3,39167,Males and females,Continuous,agetert3,INT,public,HG19/GRCh37,Bell JA,2021,European,Free cholesterol to total lipids ratio in IDL,NA,NA,idl_fc_pct_int_agetert3_imputed.txt.gz,12321875,tab,TRUE,1,0,1,2,4,5,6,10,11,15
103,med-d-IDL_L_agetert1,37127,Males and females,Continuous,agetert1,INT,public,HG19/GRCh37,Bell JA,2021,European,Total lipids in IDL,NA,NA,idl_l_int_agetert1_imputed.txt.gz,12321875,tab,TRUE,1,0,1,2,4,5,6,10,11,15
